Index,DataYear,BuildingType,PrimaryPropertyType,CouncilDistrictCode,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEnergyUseWN(kBtu),Outlier,Latitude,Longitude,TotalGHGEmissions,GHGEmissionsIntensity,Log2-SiteEnergyUseWN(kBtu)
150,2016,SPS-District K-12,K-12 School,1,SOUTHWEST,1991,1.0,3.0,58118,0,58118,K-12 School,59014.0,No Use,0.0,No Use,0.0,97.0,1519074.75,Normal,47.54025,-122.3885,21.29,0.37,20.534762382169127
151,2016,NonResidential,Hotel,5,NORTHWEST,1968,1.0,4.0,64893,0,64893,Hotel,64893.0,No Use,0.0,No Use,0.0,70.0,6211749.5,Normal,47.70916,-122.33216,208.26,3.21,22.56656845319596
153,2016,SPS-District K-12,K-12 School,2,GREATER DUWAMISH,1925,1.0,1.0,70762,0,70762,K-12 School,70762.0,No Use,0.0,No Use,0.0,87.0,4138032.75,Normal,47.53809,-122.29591,168.88,2.39,21.980513981259424
156,2016,Nonresidential COS,Distribution Center,2,GREATER DUWAMISH,1924,1.0,2.0,179161,0,179161,Distribution Center,117476.0,Office,37321.0,Other,25543.0,,10168523.0,Normal,47.57199,-122.32811,96.43,0.54,23.277606945922248
157,2016,Nonresidential COS,Warehouse,2,GREATER DUWAMISH,1965,1.0,2.0,58640,0,58640,Non-Refrigerated Warehouse,40831.0,Other - Services,16735.0,Office,11533.0,,4327563.5,Normal,47.57199,-122.32811,27.39,0.47,22.045123891662865
160,2016,NonResidential,Warehouse,1,GREATER DUWAMISH,1916,1.0,4.0,79600,0,79600,Non-Refrigerated Warehouse,79600.0,No Use,0.0,No Use,0.0,34.0,2411402.25,Normal,47.57507,-122.35747,16.81,0.21,21.201441496966886
161,2016,SPS-District K-12,K-12 School,4,LAKE UNION,1997,1.0,4.0,241066,0,241066,K-12 School,241066.0,No Use,0.0,No Use,0.0,79.0,8886716.0,Normal,47.65996,-122.33962,270.97,1.12,23.083219115197622
163,2016,NonResidential,Other,5,NORTH,2008,1.0,6.0,419848,335109,84739,Parking,335109.0,Movie Theater,65000.0,Medical Office,13567.0,,9238992.0,Normal,47.70281,-122.32532,162.41,0.39,23.139304183619554
164,2016,NonResidential,Mixed Use Property,7,MAGNOLIA / QUEEN ANNE,2002,1.0,4.0,110785,0,110785,Multifamily Housing,58563.0,Supermarket/Grocery Store,48520.0,Parking,29839.0,,10864032.0,Normal,47.6239,-122.35756,92.91,0.84,23.373056431166027
168,2016,SPS-District K-12,K-12 School,1,DELRIDGE,1999,1.0,1.0,71714,0,71714,K-12 School,71714.0,No Use,0.0,No Use,0.0,87.0,2470597.75,Normal,47.52518,-122.34828,36.24,0.51,21.236429290880924
169,2016,NonResidential,Warehouse,4,LAKE UNION,1991,1.0,3.0,75397,8161,67236,Non-Refrigerated Warehouse,67236.0,Parking,8161.0,No Use,0.0,91.0,571637.5,Normal,47.65097,-122.34227,9.63,0.13,19.124743560024825
171,2016,NonResidential,Senior Care Community,2,DOWNTOWN,1999,1.0,5.0,102796,12611,90185,Senior Care Community,55259.0,Medical Office,40091.0,K-12 School,3231.0,,10281401.0,Normal,47.59626,-122.3218,193.94,1.89,23.29353367198588
172,2016,SPS-District K-12,K-12 School,1,SOUTHWEST,2002,1.0,2.0,208981,0,208981,K-12 School,208981.0,No Use,0.0,No Use,0.0,80.0,9030149.0,Normal,47.57678,-122.38459,207.79,0.99,23.106318521865166
174,2016,NonResidential,K-12 School,4,NORTHEAST,1928,1.0,2.0,55653,0,55653,K-12 School,55500.0,No Use,0.0,No Use,0.0,98.0,1597907.25,Normal,47.66568,-122.31368,72.88,1.31,20.607753142126914
175,2016,NonResidential,Hotel,4,NORTHEAST,1931,1.0,16.0,106860,0,106860,Hotel,106860.0,No Use,0.0,No Use,0.0,49.0,12616417.0,Normal,47.66151,-122.31457,469.57,4.39,23.58879902879764
176,2016,NonResidential,Small- and Mid-Sized Office,5,NORTH,1972,1.0,5.0,50759,0,50759,Office,47079.0,Restaurant,3680.0,No Use,0.0,62.0,3321734.0,Normal,47.71895,-122.29475,49.09,0.97,21.663505552487354
177,2016,NonResidential,Worship Facility,4,NORTHEAST,1952,1.0,2.0,56772,0,56772,Worship Facility,56772.0,No Use,0.0,No Use,0.0,46.0,2762805.5,Normal,47.66182,-122.31113,84.57,1.49,21.397703092290335
178,2016,NonResidential,Worship Facility,4,NORTHEAST,1952,1.0,3.0,103000,0,103000,Worship Facility,103000.0,No Use,0.0,No Use,0.0,42.0,5391782.0,Normal,47.6626,-122.31164,149.93,1.46,22.36233100369193
179,2016,SPS-District K-12,K-12 School,4,NORTHEAST,2006,1.0,3.0,269297,0,269297,K-12 School,269297.0,No Use,0.0,No Use,0.0,80.0,11208195.0,Normal,47.67723,-122.31281,225.19,0.84,23.41805075401471
180,2016,SPS-District K-12,K-12 School,4,NORTHEAST,2001,1.0,3.0,75174,0,75174,K-12 School,75174.0,No Use,0.0,No Use,0.0,77.0,3011741.75,Normal,47.67184,-122.29221,71.86,0.96,21.522167115844933
181,2016,SPS-District K-12,K-12 School,7,MAGNOLIA / QUEEN ANNE,2003,1.0,3.0,75214,0,75214,K-12 School,75214.0,No Use,0.0,No Use,0.0,88.0,2457326.25,Normal,47.64052,-122.3656,43.98,0.58,21.22865856805549
182,2016,SPS-District K-12,K-12 School,1,SOUTHWEST,2005,1.0,3.0,134918,0,134918,K-12 School,134918.0,No Use,0.0,No Use,0.0,91.0,4135198.25,Normal,47.57298,-122.39028,69.42,0.51,21.979525415059634
183,2016,SPS-District K-12,K-12 School,3,CENTRAL,1991,1.0,2.0,64414,0,64414,K-12 School,65310.0,No Use,0.0,No Use,0.0,67.0,2453255.5,Normal,47.59096,-122.29985,16.0,0.25,21.22626665194858
184,2016,SPS-District K-12,K-12 School,6,NORTHWEST,1927,1.0,3.0,92437,0,92437,K-12 School,92437.0,No Use,0.0,No Use,0.0,78.0,5280739.0,Normal,47.67725,-122.32232,201.05,2.17,22.33230868063608
185,2016,NonResidential,Other,7,DOWNTOWN,1914,1.0,7.0,128766,0,128766,Other - Entertainment/Public Assembly,109754.0,Other,12876.0,Office,6136.0,,6057410.0,Normal,47.61103,-122.33238,57.21,0.44,22.53026987200502
191,2016,SPS-District K-12,K-12 School,2,GREATER DUWAMISH,2007,1.0,3.0,204961,0,204961,K-12 School,204961.0,No Use,0.0,No Use,0.0,94.0,8935423.0,Normal,47.55237,-122.31391,226.06,1.1,23.0911047583765
192,2016,NonResidential,Other,7,MAGNOLIA / QUEEN ANNE,1973,1.0,1.0,76086,0,76086,Other,77810.0,No Use,0.0,No Use,0.0,,3576720.0,Normal,47.63965,-122.3783,101.41,1.33,21.770206155475357
193,2016,NonResidential,Medical Office,7,MAGNOLIA / QUEEN ANNE,1927,1.0,5.0,190000,39000,151000,Medical Office,146741.0,Office,9805.0,No Use,0.0,1.0,28731502.0,Normal,47.61972,-122.36033,661.04,3.48,24.77613012919926
195,2016,Campus,Other,7,DOWNTOWN,1995,4.0,3.0,215476,0,215476,Other,217088.0,No Use,0.0,No Use,0.0,,24606366.0,Normal,47.61137,-122.34947,639.39,2.97,24.55252833143506
196,2016,NonResidential,Hotel,7,DOWNTOWN,2003,1.0,8.0,254273,38800,215473,Hotel,277000.0,No Use,0.0,No Use,0.0,29.0,26831896.0,Normal,47.61069,-122.34653,780.84,3.07,24.677445720142263
197,2016,Nonresidential COS,Other,7,DOWNTOWN,1980,1.0,2.0,69400,0,69400,Other - Entertainment/Public Assembly,69400.0,No Use,0.0,No Use,0.0,,15230290.0,Normal,47.60729,-122.34211,301.76,4.35,23.860440171384486
198,2016,NonResidential,Mixed Use Property,7,DOWNTOWN,1900,1.0,1.0,62900,0,62900,Restaurant,32494.0,Other,29793.0,Retail Store,3384.300049,,10883874.0,Normal,47.6041,-122.33958,377.27,6.0,23.37568895682727
199,2016,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,1914,1.0,4.0,56500,0,56500,Office,33000.0,Retail Store,7000.0,No Use,0.0,98.0,1500938.5,Normal,47.60271,-122.33557,44.22,0.78,20.517434395177474
200,2016,NonResidential,Warehouse,2,GREATER DUWAMISH,2008,1.0,4.0,203504,0,203504,Non-Refrigerated Warehouse,159372.0,Other - Services,44132.0,No Use,0.0,72.0,3944732.0,Normal,47.59486,-122.32455,26.39,0.13,21.911496223780453
201,2016,NonResidential,Large Office,7,DOWNTOWN,1968,1.0,3.0,100734,26731,74003,Office,100734.0,No Use,0.0,No Use,0.0,20.0,9892566.0,Normal,47.61757,-122.35122,68.24,0.68,23.23791350058512
202,2016,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,1981,1.0,4.0,77662,18504,59158,Office,62108.0,Parking,17570.0,No Use,0.0,57.0,5168686.5,Normal,47.61703,-122.35012,68.19,0.88,22.301366548580717
204,2016,NonResidential,Large Office,7,DOWNTOWN,1989,1.0,25.0,369996,0,369996,Office,383942.0,Parking,127192.0,No Use,0.0,74.0,24755086.0,Normal,47.61217,-122.33694,172.58,0.47,24.561221683770064
205,2016,NonResidential,Retail Store,7,DOWNTOWN,1925,1.0,10.0,693450,0,693450,Retail Store,361107.0,Office,332343.0,No Use,0.0,93.0,40037736.0,Normal,47.61229,-122.33629,398.19,0.57,25.254857097148122
208,2016,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,1926,1.0,10.0,63409,7757,55652,Office,45260.0,Retail Store,6187.0,No Use,0.0,90.0,3826622.5,Normal,47.61356,-122.33665,170.51,2.69,21.867640531108375
210,2016,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,1916,1.0,5.0,73399,0,73399,Office,51557.0,Retail Store,9976.0,No Use,0.0,61.0,3992167.75,Normal,47.61256,-122.33808,26.19,0.36,21.928741274378762
211,2016,NonResidential,Large Office,7,DOWNTOWN,1969,1.0,20.0,265851,32334,233517,Office,226454.0,Parking,29214.0,No Use,0.0,90.0,15742790.0,Normal,47.61391,-122.33725,563.25,2.12,23.908187999523804
212,2016,NonResidential,Large Office,7,DOWNTOWN,2009,1.0,25.0,758043,228668,529375,Office,582725.0,Parking,191082.0,No Use,0.0,95.0,27018020.0,Normal,47.61578,-122.33726,229.25,0.3,24.687418669073228
213,2016,NonResidential,Large Office,7,DOWNTOWN,1968,1.0,12.0,206000,0,206000,Office,161000.0,Parking,51250.0,No Use,0.0,91.0,9075988.0,Normal,47.61641,-122.34112,222.19,1.08,23.11362342980478
217,2016,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,1900,1.0,6.0,89355,0,89355,Office,82355.0,Retail Store,7000.0,No Use,0.0,66.0,4188308.75,Normal,47.60219,-122.33347,31.97,0.36,21.99793671127389
218,2016,NonResidential,Large Office,7,DOWNTOWN,1922,1.0,15.0,388934,0,388934,Office,388934.0,No Use,0.0,No Use,0.0,89.0,18982748.0,Normal,47.6036,-122.33288,213.23,0.55,24.178185596585642
223,2016,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,1950,1.0,6.0,91091,1392,89699,Office,89699.0,Parking,1392.0,No Use,0.0,,1916413.75,Normal,47.60542,-122.33588,46.56,0.51,20.869978391888516
224,2016,NonResidential,Large Office,7,DOWNTOWN,1968,1.0,8.0,157941,62993,94948,Office,84838.0,Parking,15401.0,No Use,0.0,81.0,3743228.5,Normal,47.60581,-122.33664,26.1,0.17,21.83585207290849
227,2016,NonResidential,Large Office,7,DOWNTOWN,1980,1.0,34.0,776762,162604,614158,Office,606050.0,Parking,154947.0,No Use,0.0,81.0,32577050.0,Normal,47.60655,-122.33533,231.32,0.3,24.957352675679726
234,2016,Nonresidential COS,Large Office,3,DOWNTOWN,2001,1.0,14.0,310490,0,310490,Office,269284.0,Other,28394.0,Data Center,600.0,,21960822.0,Normal,47.60421,-122.32919,380.37,1.23,24.388428785757295
236,2016,NonResidential,Large Office,7,DOWNTOWN,2006,1.0,13.0,372242,52703,319539,Office,319539.0,Parking,52703.0,No Use,0.0,98.0,13862720.0,Normal,47.60249,-122.32854,216.24,0.58,23.72470712427842
237,2016,NonResidential,Large Office,7,DOWNTOWN,1909,1.0,7.0,114395,8296,106099,Office,96582.0,No Use,0.0,No Use,0.0,99.0,2970604.25,Normal,47.60193,-122.32812,70.17,0.61,21.502325474159203
238,2016,NonResidential,Retail Store,4,NORTHEAST,1978,1.0,2.0,89200,0,89200,Retail Store,89200.0,No Use,0.0,No Use,0.0,83.0,6707359.5,Normal,47.66024,-122.31278,89.47,1.0,22.677313713882494
239,2016,NonResidential,Large Office,4,NORTHEAST,1971,1.0,23.0,474546,0,474546,Office,474546.0,No Use,0.0,No Use,0.0,77.0,29997380.0,Normal,47.66072,-122.31466,198.34,0.42,24.838333212157703
241,2016,NonResidential,Small- and Mid-Sized Office,4,NORTHEAST,1961,1.0,5.0,99005,0,99005,Office,79555.0,No Use,0.0,No Use,0.0,70.0,5008123.5,Normal,47.661,-122.31626,119.03,1.2,22.255838996870263
242,2016,NonResidential,Large Office,4,NORTHEAST,2002,1.0,6.0,135051,44248,90803,Office,95943.0,Parking,42500.0,No Use,0.0,88.0,4426136.0,Normal,47.66065,-122.31689,30.86,0.23,22.077616676170667
243,2016,NonResidential,Large Office,4,NORTHEAST,2002,1.0,5.0,220649,82720,137929,Office,145754.0,Parking,90000.0,No Use,0.0,93.0,7046345.5,Normal,47.65999,-122.31741,49.12,0.22,22.748443989592825
244,2016,NonResidential,Self-Storage Facility,7,DOWNTOWN,1964,1.0,5.0,93660,0,93660,Self-Storage Facility,93660.0,No Use,0.0,No Use,0.0,,940359.1875,Normal,47.61591,-122.33238,6.09,0.07,19.842853934618542
245,2016,NonResidential,Large Office,7,DOWNTOWN,1980,1.0,18.0,413715,64660,349055,Office,348270.0,Parking,69634.0,No Use,0.0,79.0,24224888.0,Normal,47.61597,-122.33086,168.88,0.41,24.52998671934554
247,2016,NonResidential,Large Office,7,DOWNTOWN,1988,1.0,20.0,497513,118744,378769,Office,367623.0,Parking,114510.0,No Use,0.0,65.0,0.0,Normal,47.61695,-122.32965,197.19,0.4,0.0
248,2016,NonResidential,Large Office,7,DOWNTOWN,1979,1.0,24.0,543876,116721,427155,Office,424044.0,Parking,107300.0,No Use,0.0,79.0,26144226.0,Normal,47.61431,-122.34244,176.43,0.32,24.639989079213542
249,2016,NonResidential,Mixed Use Property,7,DOWNTOWN,1980,1.0,4.0,109347,38700,70647,Laboratory,42389.0,Parking,38700.0,Office,28258.0,,8381544.5,Normal,47.6177,-122.3545,91.13,0.83,22.9987848609342
250,2016,NonResidential,Large Office,7,DOWNTOWN,1982,1.0,6.0,396626,124216,272410,Office,274002.0,Parking,122624.0,No Use,0.0,64.0,20179120.0,Normal,47.6182,-122.352,141.95,0.36,24.26635999640802
252,2016,NonResidential,Large Office,7,DOWNTOWN,1947,1.0,3.0,192630,48512,144118,Office,146157.0,Parking,48199.0,No Use,0.0,94.0,5569686.0,Normal,47.61734,-122.34434,46.03,0.24,22.409164823956658
254,2016,NonResidential,Supermarket / Grocery Store,6,NORTHWEST,1956,1.0,1.0,60880,0,60880,Supermarket/Grocery Store,61666.0,No Use,0.0,No Use,0.0,54.0,14736775.0,Normal,47.7019,-122.36374,384.27,6.31,23.812917601293286
256,2016,NonResidential,Large Office,7,DOWNTOWN,1912,1.0,42.0,304346,0,304346,Office,245028.0,Retail Store,8429.0,Other - Restaurant/Bar,7518.0,72.0,24880988.0,Normal,47.60198,-122.33174,741.3,2.44,24.56854049682786
257,2016,NonResidential,Warehouse,2,GREATER DUWAMISH,1977,1.0,1.0,128800,0,128800,Non-Refrigerated Warehouse,119200.0,Other,9600.0,No Use,0.0,97.0,2098949.75,Normal,47.54066,-122.33023,78.92,0.61,21.001236884804
263,2016,NonResidential,Retail Store,2,SOUTHEAST,1980,1.0,2.0,291940,0,291940,Retail Store,191940.0,Office,100000.0,No Use,0.0,80.0,12080064.0,Normal,47.57936,-122.29744,162.45,0.56,23.526124881699477
266,2016,NonResidential,Other,7,LAKE UNION,2009,1.0,5.0,141131,69710,71421,Parking,74831.0,Office,71643.0,No Use,0.0,,3085814.0,Normal,47.62323,-122.33028,21.51,0.15,21.557220141737382
267,2016,NonResidential,Large Office,7,LAKE UNION,2001,1.0,5.0,176532,70067,106465,Office,103494.0,Parking,70067.0,No Use,0.0,60.0,5803409.0,Normal,47.62333,-122.3296,40.46,0.23,22.46846942550683
268,2016,NonResidential,Warehouse,6,BALLARD,1973,1.0,1.0,52500,0,52500,Non-Refrigerated Warehouse,49395.0,Office,5853.0,No Use,0.0,2.0,4243867.0,Normal,47.65825,-122.3683,70.47,1.34,22.01694835311997
269,2016,NonResidential,Warehouse,6,BALLARD,1959,1.0,2.0,57300,0,57300,Non-Refrigerated Warehouse,29001.0,Office,28299.0,No Use,0.0,55.0,5095134.5,Normal,47.66587,-122.38476,156.67,2.73,22.280689083247875
274,2016,NonResidential,Large Office,7,DOWNTOWN,1958,1.0,10.0,135918,0,135918,Office,144570.0,No Use,0.0,No Use,0.0,91.0,6771618.5,Normal,47.61003,-122.33452,193.72,1.43,22.69106947922555
275,2016,NonResidential,Retail Store,7,DOWNTOWN,1914,1.0,4.0,79957,0,79957,Retail Store,35694.0,Office,29723.0,No Use,0.0,25.0,5171529.0,Normal,47.61159,-122.33601,36.61,0.46,22.302159735137387
282,2016,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,1920,1.0,8.0,60660,0,60660,Office,41958.0,Retail Store,4800.0,No Use,0.0,,2586116.0,Normal,47.60953,-122.33647,18.03,0.3,21.30235611574127
283,2016,NonResidential,Large Office,7,DOWNTOWN,1929,1.0,14.0,137350,0,137350,Office,124508.0,No Use,0.0,No Use,0.0,89.0,6825027.0,Normal,47.60902,-122.33674,202.99,1.48,22.70240353409341
284,2016,NonResidential,Large Office,7,DOWNTOWN,1929,1.0,15.0,151039,0,151039,Office,125473.0,No Use,0.0,No Use,0.0,84.0,0.0,Normal,47.60923,-122.33625,238.09,1.58,0.0
286,2016,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,1906,1.0,4.0,63540,0,63540,Office,56747.0,No Use,0.0,No Use,0.0,72.0,3564626.75,Normal,47.60995,-122.33904,74.83,1.18,21.765319994865877
288,2016,NonResidential,Mixed Use Property,7,DOWNTOWN,1910,1.0,5.0,79920,0,79920,Office,39960.0,Retail Store,26640.0,Other,13320.0,,2977095.25,Normal,47.60821,-122.33899,20.98,0.26,21.505474434216545
289,2016,Campus,Mixed Use Property,7,DOWNTOWN,1908,1.0,4.0,137400,0,137400,Retail Store,44078.0,Other - Restaurant/Bar,19182.0,Multifamily Housing,14380.0,,14879755.0,Normal,47.60881,-122.34119,316.2,2.3,23.826847533367417
290,2016,NonResidential,Other,7,DOWNTOWN,1996,1.0,6.0,147852,86429,61423,Parking,64821.0,Retail Store,40629.0,Other - Restaurant/Bar,13039.0,,9671619.0,Normal,47.61164,-122.33446,185.03,1.25,23.20532613123076
291,2016,NonResidential,Other,7,DOWNTOWN,1996,1.0,4.0,267335,166960,100375,Parking,166960.0,Movie Theater,69947.0,Other - Restaurant/Bar,27400.0,,7378420.5,Normal,47.61185,-122.33421,147.75,0.55,22.814880776165303
294,2016,NonResidential,Large Office,7,DOWNTOWN,1971,1.0,21.0,456304,93204,363100,Office,342952.0,Parking,106466.0,No Use,0.0,74.0,20421248.0,Normal,47.60909,-122.33202,135.23,0.3,24.283567770926783
296,2016,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,1999,1.0,4.0,87500,17500,70000,Office,70090.0,Other,1672.0,No Use,0.0,72.0,4549892.0,Normal,47.61116,-122.34748,31.72,0.36,22.11740118712243
297,2016,NonResidential,Large Office,7,DOWNTOWN,1998,1.0,11.0,374405,184776,189629,Office,150969.0,Laboratory,41829.0,No Use,0.0,72.0,13329024.0,Normal,47.6117,-122.34778,92.92,0.25,23.668067917323338
298,2016,NonResidential,Other,7,DOWNTOWN,1985,1.0,12.0,193500,38000,155500,Other,146689.0,No Use,0.0,No Use,0.0,,14436982.0,Normal,47.61252,-122.34351,100.65,0.52,23.783265947592792
299,2016,NonResidential,Large Office,7,DOWNTOWN,1923,1.0,11.0,102846,0,102846,Office,93879.0,Retail Store,7500.0,No Use,0.0,96.0,6047637.0,Normal,47.61108,-122.34217,281.55,2.74,22.52794035451228
300,2016,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,1925,1.0,4.0,52800,0,52800,Office,38880.0,Restaurant,12960.0,No Use,0.0,83.0,2500323.75,Normal,47.61304,-122.34059,44.48,0.84,21.253684058126378
301,2016,Campus,Mixed Use Property,7,DOWNTOWN,1913,3.0,10.0,258497,0,258497,Parking,155000.0,Office,145594.0,Retail Store,103200.0,,21536130.0,Normal,47.61229,-122.33903,418.9,1.62,24.360255754925987
303,2016,NonResidential,Other,7,EAST,1999,1.0,5.0,206950,97400,109550,Other,206950.0,No Use,0.0,No Use,0.0,,19105426.0,Normal,47.61,-122.32922,249.09,1.2,24.187479166026215
305,2016,NonResidential,Other,3,EAST,1988,1.0,9.0,46710,0,46710,Urgent Care/Clinic/Other Outpatient,46710.0,No Use,0.0,No Use,0.0,,4439795.5,Normal,47.61048,-122.32837,130.69,2.8,22.082062120861472
306,2016,NonResidential,Medical Office,3,EAST,1945,1.0,3.0,266000,104000,162000,Medical Office,162000.0,Parking,104000.0,No Use,0.0,65.0,14009703.0,Normal,47.61048,-122.32837,201.15,0.76,23.739923138735204
307,2016,NonResidential,Medical Office,3,EAST,1992,1.0,14.0,690158,407795,282363,Medical Office,270384.0,Parking,270383.0,No Use,0.0,58.0,21156670.0,Normal,47.60921,-122.32425,147.49,0.21,24.334609301605536
310,2016,NonResidential,Hotel,7,LAKE UNION,1979,1.0,5.0,109017,29409,79608,Hotel,109017.0,No Use,0.0,No Use,0.0,34.0,9707963.0,Normal,47.62036,-122.34588,243.66,2.24,23.210737327883496
311,2016,NonResidential,Large Office,7,MAGNOLIA / QUEEN ANNE,1981,1.0,5.0,275734,38452,237282,Office,228504.0,Parking,47404.0,No Use,0.0,77.0,16373232.0,Normal,47.62177,-122.36158,114.14,0.41,23.964835883552343
312,2016,NonResidential,Warehouse,2,GREATER DUWAMISH,2001,1.0,1.0,123061,0,123061,Non-Refrigerated Warehouse,123061.0,No Use,0.0,No Use,0.0,59.0,1987934.625,Normal,47.56064,-122.32522,13.86,0.11,20.922839608419043
313,2016,NonResidential,Distribution Center,2,GREATER DUWAMISH,1963,1.0,1.0,59090,0,59090,Distribution Center,40272.0,Office,18818.0,No Use,0.0,45.0,3153949.5,Normal,47.54868,-122.3255,117.11,1.98,21.58872858710481
314,2016,NonResidential,Warehouse,2,GREATER DUWAMISH,1963,1.0,1.0,106000,0,106000,Non-Refrigerated Warehouse,106001.0,No Use,0.0,No Use,0.0,93.0,763364.5,Normal,47.5471,-122.32406,5.32,0.05,19.54201446043536
316,2016,NonResidential,Distribution Center,2,GREATER DUWAMISH,1960,1.0,1.0,119661,0,119661,Distribution Center,118733.0,No Use,0.0,No Use,0.0,97.0,775864.1875,Normal,47.53764,-122.3232,5.44,0.05,19.56544646934719
317,2016,NonResidential,Large Office,3,LAKE UNION,2001,1.0,7.0,139200,44728,94472,Office,82098.0,No Use,0.0,No Use,0.0,81.0,4342597.0,Normal,47.62958,-122.32826,30.27,0.22,22.05012697612252
318,2016,NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,1984,1.0,6.0,95721,33921,61800,Office,95721.0,Parking,31746.0,No Use,0.0,95.0,3155171.75,Normal,47.62566,-122.34287,21.36,0.22,21.589287566210437
319,2016,NonResidential,Large Office,7,MAGNOLIA / QUEEN ANNE,1996,2.0,5.0,213283,115228,98055,Office,105563.0,Parking,0.0,No Use,0.0,83.0,5661689.5,Normal,47.62929,-122.34194,39.47,0.19,22.432801454859
320,2016,NonResidential,Large Office,4,LAKE UNION,2001,1.0,3.0,103697,47656,56041,Office,63199.0,No Use,0.0,No Use,0.0,7.0,11672252.0,Normal,47.64776,-122.33924,374.92,3.62,23.476579723817945
321,2016,NonResidential,Small- and Mid-Sized Office,5,NORTH,1974,1.0,5.0,74880,0,74880,Office,71751.0,Parking,0.0,No Use,0.0,56.0,5531460.0,Normal,47.70105,-122.32659,35.8,0.48,22.399229152690364
322,2016,NonResidential,Small- and Mid-Sized Office,5,NORTH,1979,1.0,6.0,88774,0,88774,Office,85339.0,Parking,0.0,No Use,0.0,53.0,6353294.0,Normal,47.69999,-122.32663,42.03,0.47,22.599073578098665
324,2016,NonResidential,Small- and Mid-Sized Office,5,NORTH,1979,1.0,4.0,53730,0,53730,Office,53730.0,Parking,0.0,No Use,0.0,20.0,4742869.0,Normal,47.70063,-122.32487,33.06,0.62,22.17732889464112
325,2016,NonResidential,Small- and Mid-Sized Office,1,DELRIDGE,1960,1.0,3.0,55593,0,55593,Office,55593.0,No Use,0.0,No Use,0.0,55.0,4414587.0,Normal,47.5671,-122.36416,93.23,1.68,22.07384737116342
326,2016,NonResidential,Large Office,7,LAKE UNION,1982,1.0,4.0,134056,60960,73096,Office,72066.0,Parking,59137.0,No Use,0.0,54.0,4899096.0,Normal,47.62269,-122.33224,32.73,0.24,22.224084425965057
327,2016,NonResidential,Retail Store,2,GREATER DUWAMISH,2005,1.0,1.0,158415,0,158415,Retail Store,158415.0,No Use,0.0,No Use,0.0,25.0,23293664.0,Normal,47.5653,-122.33076,454.49,2.87,24.473434313693335
330,2016,NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,1985,1.0,4.0,86995,28800,58195,Office,58195.0,Parking,28800.0,No Use,0.0,81.0,3018140.75,Normal,47.62003,-122.35706,20.86,0.24,21.525229134373546
